Seq,Row,Orig_Symbol,Orig_Order,Orig_IC,Orig_Entropy,Swap_Symbol,Swap_Order,Swap_IC,Swap_Entropy,Distance,song,Label,Orig_Function,Swap_Function
1,49,IV,6,1.27563030569825,3.59794772349104,IV,6,1.27563030569825,3.59794772349104,,"",,"",""
1,50,I,7,1.45039260719676,4.12611967122005,I,7,1.45039260719676,4.12611967122005,,"",,"",""
1,51,IV,7,1.03109649997771,3.61134909175121,IV,7,1.03109649997771,3.61134909175121,,"",,"",""
1,52,I,8,0.864853794107343,3.22569969852092,I,8,0.864853794107343,3.22569969852092,,"",,"",""
1,53,IV,9,1.04564711400903,3.54442339099968,IV,9,1.04564711400903,3.54442339099968,,"",,"",""
1,54,I,10,2.72979608085559,4.75200763042282,V,10,2.73014942493731,4.75200763042282,0.000353344081711171,BillySquier_DontSayYouLoveMe_1989,4,T,D
1,55,IV,10,1.08824057619497,3.57165795889307,IV,10,2.53529785592591,4.25874017609221,,"",,"",""
1,56,I,10,0.61911570802975,2.5127807623925,I,10,2.1059681111801,3.77820016068581,,"",,"",""
1,57,IV,10,0.356488041040096,1.74694973457042,IV,10,1.73531666885666,4.01028262339613,,"",,"",""
1,58,-VII,10,5.64521125111642,2.5127807623925,-VII,9,5.99656518854739,2.9461272477423,,"",,"",""
1,59,IV,9,4.50359842807326,2.92755957999611,IV,5,3.4660366490099,4.55290153857679,,"",,"",""
,,,,,,,,,,,,,,
2,53,IV,5,0.136101535625208,0.856410158339256,IV,5,0.136101535625208,0.856410158339256,,"",,"",""
2,54,I,10,0.31875612452568,1.54848612084878,I,10,0.31875612452568,1.54848612084878,,"",,"",""
2,55,IV,5,6.26139686340247,1.01359313492429,IV,5,6.26139686340247,1.01359313492429,,"",,"",""
2,56,I,5,1.86067062314843,4.58898290444509,I,5,1.86067062314843,4.58898290444509,,"",,"",""
2,57,IV,6,3.00216219578301,4.3442046836169,IV,6,3.00216219578301,4.3442046836169,,"",,"",""
2,58,I,6,2.7624720222106,4.76464586571316,V,6,2.7628334615988,4.76464586571316,0.000361439388198104,U2_WithOrWithoutYou_1987,4,T,D
2,59,IV,7,3.55813463735676,4.94689114285511,IV,7,2.65608394755485,4.36926971918792,,"",,"",""
2,60,vi,7,4.6031439524944,5.05607220660375,vi,8,5.26887188632867,3.82066621210414,,"",,"",""
2,61,IV,8,2.51917445851829,3.60169421350404,IV,4,5.66352504656977,2.28207993654455,,"",,"",""
2,62,I,7,1.11465649439828,3.5670055127172,I,4,1.98755403997475,4.67204760514967,,"",,"",""
2,63,IV,5,0.762449226437708,3.00119755115665,IV,5,2.87109321228377,4.66857175753181,,"",,"",""
,,,,,,,,,,,,,,
3,71,V,7,2.3161415187972,4.0261932666967,V,7,2.3161415187972,4.0261932666967,,"",,"",""
3,72,I,8,2.38209021442751,4.32887563117903,I,8,2.38209021442751,4.32887563117903,,"",,"",""
3,73,I,9,3.11623413548262,4.75829007167463,I,9,3.11623413548262,4.75829007167463,,"",,"",""
3,74,I,9,2.34232572295032,4.40064592616639,I,9,2.34232572295032,4.40064592616639,,"",,"",""
3,75,I,10,2.05626916997751,4.33663573880935,I,10,2.05626916997751,4.33663573880935,,"",,"",""
3,76,I,10,2.22697209823437,4.19822641120802,IV,10,2.22654969866183,4.19822641120802,0.000422399572543863,RandyVanwarmer_JustWhenINeededYouMost_1979,4,T,S
3,77,IV,9,3.90776394978223,3.13229789203205,IV,8,0.824974730817865,3.05270467704197,,"",,"",""
3,78,IV,8,3.67393398193791,4.5043775942359,IV,9,3.84174346069766,2.74420317771536,,"",,"",""
3,79,I,8,2.63996993505549,4.68560311853177,I,9,2.34627043458597,3.97249935324537,,"",,"",""
3,80,ii,8,10.0319691441865,0.297697594250091,ii,10,5.47106994468059,3.66552898864727,,"",,"",""
3,81,V,5,3.55911047134492,4.42705284291992,V,5,3.47151361465085,4.52775032258349,,"",,"",""
,,,,,,,,,,,,,,
4,13,V,8,1.33327369937787,3.80299510758996,V,8,1.33327369937787,3.80299510758996,,"",,"",""
4,14,I,9,1.15043380306387,3.52231580343947,I,9,1.15043380306387,3.52231580343947,,"",,"",""
4,15,I,10,1.66683503565009,4.29025082438046,I,10,1.66683503565009,4.29025082438046,,"",,"",""
4,16,I,10,4.26517680458868,2.80447506543206,I,10,4.26517680458868,2.80447506543206,,"",,"",""
4,17,I,10,1.21969202268796,3.32827375321819,I,10,1.21969202268796,3.32827375321819,,"",,"",""
4,18,I,10,2.56882389494038,4.39906553814893,V,10,2.56830781802352,4.39906553814893,0.000516076916861952,TheBeachBoys_SurfinSafari_1962,4,T,D
4,19,IV,9,4.91582281624992,2.29715580088577,IV,7,5.15290329513022,2.58289647291331,,"",,"",""
4,20,IV,9,3.00633171978922,4.07648621875953,IV,6,3.21218806425317,4.37148883301176,,"",,"",""
4,21,I,9,2.84021440372657,4.3913537074218,I,6,1.66708530135546,3.98085310120679,,"",,"",""
4,22,I,9,1.69297715095497,3.31450644019226,I,7,0.988662087753954,3.17871900891666,,"",,"",""
