Seq,Row,Symbol,Order,IC,Entropy,Function
1Orig,49,IV,6,1.27563030569825,3.59794772349104,diff
1Orig,50,I,7,1.45039260719676,4.12611967122005,diff
1Orig,51,IV,7,1.03109649997771,3.61134909175121,diff
1Orig,52,I,8,0.864853794107343,3.22569969852092,diff
1Orig,53,IV,9,1.04564711400903,3.54442339099968,diff
1Orig,54,I,10,2.72979608085559,4.75200763042282,diff
1Orig,55,IV,10,1.08824057619497,3.57165795889307,diff
1Orig,56,I,10,0.61911570802975,2.5127807623925,diff
1Orig,57,IV,10,0.356488041040096,1.74694973457042,diff
1Orig,58,-VII,10,5.64521125111642,2.5127807623925,diff
1Orig,59,IV,9,4.50359842807326,2.92755957999611,diff
1Swap,49,IV,6,1.27563030569825,3.59794772349104,diff
1Swap,50,I,7,1.45039260719676,4.12611967122005,diff
1Swap,51,IV,7,1.03109649997771,3.61134909175121,diff
1Swap,52,I,8,0.864853794107343,3.22569969852092,diff
1Swap,53,IV,9,1.04564711400903,3.54442339099968,diff
1Swap,54,V,10,2.73014942493731,4.75200763042282,diff
1Swap,55,IV,10,2.53529785592591,4.25874017609221,diff
1Swap,56,I,10,2.1059681111801,3.77820016068581,diff
1Swap,57,IV,10,1.73531666885666,4.01028262339613,diff
1Swap,58,-VII,9,5.99656518854739,2.9461272477423,diff
1Swap,59,IV,5,3.4660366490099,4.55290153857679,diff
2Orig,53,IV,5,0.136101535625208,0.856410158339256,diff
2Orig,54,I,10,0.31875612452568,1.54848612084878,diff
2Orig,55,IV,5,6.26139686340247,1.01359313492429,diff
2Orig,56,I,5,1.86067062314843,4.58898290444509,diff
2Orig,57,IV,6,3.00216219578301,4.3442046836169,diff
2Orig,58,I,6,2.7624720222106,4.76464586571316,diff
2Orig,59,IV,7,3.55813463735676,4.94689114285511,diff
2Orig,60,vi,7,4.6031439524944,5.05607220660375,diff
2Orig,61,IV,8,2.51917445851829,3.60169421350404,diff
2Orig,62,I,7,1.11465649439828,3.5670055127172,diff
2Orig,63,IV,5,0.762449226437708,3.00119755115665,diff
2Swap,53,IV,5,0.136101535625208,0.856410158339256,diff
2Swap,54,I,10,0.31875612452568,1.54848612084878,diff
2Swap,55,IV,5,6.26139686340247,1.01359313492429,diff
2Swap,56,I,5,1.86067062314843,4.58898290444509,diff
2Swap,57,IV,6,3.00216219578301,4.3442046836169,diff
2Swap,58,V,6,2.7628334615988,4.76464586571316,diff
2Swap,59,IV,7,2.65608394755485,4.36926971918792,diff
2Swap,60,vi,8,5.26887188632867,3.82066621210414,diff
2Swap,61,IV,4,5.66352504656977,2.28207993654455,diff
2Swap,62,I,4,1.98755403997475,4.67204760514967,diff
2Swap,63,IV,5,2.87109321228377,4.66857175753181,diff
3Orig,71,V,7,2.3161415187972,4.0261932666967,diff
3Orig,72,I,8,2.38209021442751,4.32887563117903,diff
3Orig,73,I,9,3.11623413548262,4.75829007167463,diff
3Orig,74,I,9,2.34232572295032,4.40064592616639,diff
3Orig,75,I,10,2.05626916997751,4.33663573880935,diff
3Orig,76,I,10,2.22697209823437,4.19822641120802,diff
3Orig,77,IV,9,3.90776394978223,3.13229789203205,diff
3Orig,78,IV,8,3.67393398193791,4.5043775942359,diff
3Orig,79,I,8,2.63996993505549,4.68560311853177,diff
3Orig,80,ii,8,10.0319691441865,0.297697594250091,diff
3Orig,81,V,5,3.55911047134492,4.42705284291992,diff
3Swap,71,V,7,2.3161415187972,4.0261932666967,diff
3Swap,72,I,8,2.38209021442751,4.32887563117903,diff
3Swap,73,I,9,3.11623413548262,4.75829007167463,diff
3Swap,74,I,9,2.34232572295032,4.40064592616639,diff
3Swap,75,I,10,2.05626916997751,4.33663573880935,diff
3Swap,76,IV,10,2.22654969866183,4.19822641120802,diff
3Swap,77,IV,8,0.824974730817865,3.05270467704197,diff
3Swap,78,IV,9,3.84174346069766,2.74420317771536,diff
3Swap,79,I,9,2.34627043458597,3.97249935324537,diff
3Swap,80,ii,10,5.47106994468059,3.66552898864727,diff
3Swap,81,V,5,3.47151361465085,4.52775032258349,diff
4Orig,13,V,8,1.33327369937787,3.80299510758996,diff
4Orig,14,I,9,1.15043380306387,3.52231580343947,diff
4Orig,15,I,10,1.66683503565009,4.29025082438046,diff
4Orig,16,I,10,4.26517680458868,2.80447506543206,diff
4Orig,17,I,10,1.21969202268796,3.32827375321819,diff
4Orig,18,I,10,2.56882389494038,4.39906553814893,diff
4Orig,19,IV,9,4.91582281624992,2.29715580088577,diff
4Orig,20,IV,9,3.00633171978922,4.07648621875953,diff
4Orig,21,I,9,2.84021440372657,4.3913537074218,diff
4Orig,22,I,9,1.69297715095497,3.31450644019226,diff
4Orig,23,V,9,3.26358566469595,4.90055906702883,diff
4Swap,13,V,8,1.33327369937787,3.80299510758996,diff
4Swap,14,I,9,1.15043380306387,3.52231580343947,diff
4Swap,15,I,10,1.66683503565009,4.29025082438046,diff
4Swap,16,I,10,4.26517680458868,2.80447506543206,diff
4Swap,17,I,10,1.21969202268796,3.32827375321819,diff
4Swap,18,V,10,2.56830781802352,4.39906553814893,diff
4Swap,19,IV,7,5.15290329513022,2.58289647291331,diff
4Swap,20,IV,6,3.21218806425317,4.37148883301176,diff
4Swap,21,I,6,1.66708530135546,3.98085310120679,diff
4Swap,22,I,7,0.988662087753954,3.17871900891666,diff
4Swap,23,V,8,3.55020149460689,4.25357452306817,diff
5Orig,24,IV,4,2.30831735960317,4.69289269238741,diff
5Orig,25,I,5,3.12713856319346,4.80021032084452,diff
5Orig,26,IV,6,3.70232778714616,4.72187245301284,diff
5Orig,27,V,5,4.12562564525533,4.8083895200779,diff
5Orig,28,IV,5,4.07851154444571,4.54481632831459,diff
5Orig,29,V,5,2.8797942641627,4.56004704212741,diff
5Orig,30,II,6,5.79534354107968,4.44300344610859,diff
5Orig,31,IV,4,5.49748209208283,3.55814146954641,diff
5Orig,32,V,3,4.65581966940719,5.01247342864267,diff
5Orig,33,II,3,5.82435247871057,5.05885535532434,diff
5Orig,34,IV,3,4.60727109368917,5.06843421950047,diff
5Swap,24,IV,4,2.30831735960317,4.69289269238741,diff
5Swap,25,I,5,3.12713856319346,4.80021032084452,diff
5Swap,26,IV,6,3.70232778714616,4.72187245301284,diff
5Swap,27,V,5,4.12562564525533,4.8083895200779,diff
5Swap,28,IV,5,4.07851154444571,4.54481632831459,diff
5Swap,29,I,5,2.87896546062515,4.56004704212741,diff
5Swap,30,II,6,6.15279249772673,4.85533763987556,diff
5Swap,31,IV,3,3.52154222559481,4.81663293100239,diff
5Swap,32,V,4,3.44775366193681,4.00699320969785,diff
5Swap,33,II,4,5.73656805754814,5.17097728444014,diff
5Swap,34,IV,3,4.60727109368917,5.06843421950047,diff
6Orig,18,vi,7,4.47837736646476,4.64397358229431,diff
6Orig,19,IV,7,4.21853917315616,4.32139356796674,diff
6Orig,20,II,6,6.51207068959791,3.56025790649659,diff
6Orig,21,V,4,3.35250193113879,4.62016288690041,diff
6Orig,22,V,4,3.23743438549865,4.49033955594739,diff
6Orig,23,I,4,1.9515348739061,4.0027208438262,diff
6Orig,24,vi,5,3.79757827844265,4.90085703636017,diff
6Orig,25,I,6,4.31113027909393,4.31204491620583,diff
6Orig,26,V,5,4.73582235245967,3.7729535294809,diff
6Orig,27,IV,4,4.0119983246491,4.75160143677753,diff
6Orig,28,III,4,6.3367689229418,4.67223597419942,diff
6Swap,18,vi,7,4.47837736646476,4.64397358229431,diff
6Swap,19,IV,7,4.21853917315616,4.32139356796674,diff
6Swap,20,II,6,6.51207068959791,3.56025790649659,diff
6Swap,21,V,4,3.35250193113879,4.62016288690041,diff
6Swap,22,V,4,3.23743438549865,4.49033955594739,diff
6Swap,23,V,4,1.95048606857822,4.0027208438262,diff
6Swap,24,vi,5,5.26434752707133,3.88635934393352,diff
6Swap,25,I,5,1.96393579211591,4.4511054471949,diff
6Swap,26,V,4,4.43044298608766,4.39988634867612,diff
6Swap,27,IV,4,4.03428782686528,4.57275097326861,diff
6Swap,28,III,4,6.3367689229418,4.67223597419942,diff
7Orig,12,I,9,1.73314249899926,3.94633035178497,diff
7Orig,13,I,10,0.540695583679375,2.34224858048517,diff
7Orig,14,I,10,1.42377100413253,3.69268523009648,diff
7Orig,15,I,10,1.2558321632491,3.6623840120671,diff
7Orig,16,V,10,3.4296075732686,4.6358121625795,diff
7Orig,17,I,10,2.36593450587077,4.27970731913503,diff
7Orig,18,I,10,2.1309438195268,4.4433900760709,diff
7Orig,19,r,10,3.3953452508911,3.38982351541152,diff
7Orig,20,r,7,0.67684114410304,2.28686976684317,diff
7Orig,21,I,6,2.03731931032019,3.16852973041979,diff
7Orig,22,I,6,1.73600073846534,4.08371787287376,diff
7Swap,12,I,9,1.73314249899926,3.94633035178497,diff
7Swap,13,I,10,0.540695583679375,2.34224858048517,diff
7Swap,14,I,10,1.42377100413253,3.69268523009648,diff
7Swap,15,I,10,1.2558321632491,3.6623840120671,diff
7Swap,16,V,10,3.4296075732686,4.6358121625795,diff
7Swap,17,V,10,2.36484642905249,4.27970731913503,diff
7Swap,18,I,10,1.92859982983229,4.09394152512699,diff
7Swap,19,r,10,4.96344280328226,2.86238580915551,diff
7Swap,20,r,4,1.43421676734224,3.2801568261198,diff
7Swap,21,I,4,1.9195145312719,2.76477854795664,diff
7Swap,22,I,5,1.61081551329812,4.1750515045038,diff
8Orig,28,I,7,2.64931375909861,4.57709685323071,diff
8Orig,29,I,8,2.23259252712285,4.52035452002099,diff
8Orig,30,I,9,2.44884125110414,4.55302003825777,diff
8Orig,31,I,10,1.2558321632491,3.6623840120671,diff
8Orig,32,V,10,3.4296075732686,4.6358121625795,diff
8Orig,33,I,10,2.36593450587077,4.27970731913503,diff
8Orig,34,I,10,2.1309438195268,4.4433900760709,diff
8Orig,35,I,10,1.14174325231061,3.38982351541152,diff
8Orig,36,I,10,0.540695583679375,2.34224858048517,diff
8Orig,37,I,10,1.42377100413253,3.69268523009648,diff
8Orig,38,I,10,1.2558321632491,3.6623840120671,diff
8Swap,28,I,7,2.64931375909861,4.57709685323071,diff
8Swap,29,I,8,2.23259252712285,4.52035452002099,diff
8Swap,30,I,9,2.44884125110414,4.55302003825777,diff
8Swap,31,I,10,1.2558321632491,3.6623840120671,diff
8Swap,32,V,10,3.4296075732686,4.6358121625795,diff
8Swap,33,V,10,2.36484642905249,4.27970731913503,diff
8Swap,34,I,10,1.92859982983229,4.09394152512699,diff
8Swap,35,I,10,0.774561350118513,2.86238580915551,diff
8Swap,36,I,10,2.5932902744669,3.70363056089365,diff
8Swap,37,I,10,1.38389305871335,3.80141461069542,diff
8Swap,38,I,9,0.666971450277505,2.6876904124478,diff
9Orig,60,I,8,0.773681647805652,2.83297444722912,diff
9Orig,61,I,9,0.803677177906767,2.96076317704844,diff
9Orig,62,I,9,4.06175110677666,2.34538251057089,diff
9Orig,63,I,9,2.3336793910857,4.36050392976847,diff
9Orig,64,V,9,3.83538733940184,4.85807887228235,diff
9Orig,65,I,10,2.36593450587077,4.27970731913503,diff
9Orig,66,I,10,2.1309438195268,4.4433900760709,diff
9Orig,67,V,10,2.91301581404561,3.38982351541152,diff
9Orig,68,V,8,2.91575696964302,3.83298399544249,diff
9Orig,69,I,7,1.89810829750902,4.38329949453388,diff
9Orig,70,I,7,0.709113746935731,2.86201658490927,diff
9Swap,60,I,8,0.773681647805652,2.83297444722912,diff
9Swap,61,I,9,0.803677177906767,2.96076317704844,diff
9Swap,62,I,9,4.06175110677666,2.34538251057089,diff
9Swap,63,I,9,2.3336793910857,4.36050392976847,diff
9Swap,64,V,9,3.83538733940184,4.85807887228235,diff
9Swap,65,V,10,2.36484642905249,4.27970731913503,diff
9Swap,66,I,10,1.92859982983229,4.09394152512699,diff
9Swap,67,V,10,5.72479821048594,2.86238580915551,diff
9Swap,68,V,5,3.71054398804563,4.94554825596366,diff
9Swap,69,I,6,1.55265142463905,4.18028788850437,diff
9Swap,70,I,7,3.44779134162033,4.06660863583134,diff
10Orig,136,I,8,0.773681647805652,2.83297444722912,diff
10Orig,137,I,9,0.803677177906767,2.96076317704844,diff
10Orig,138,I,9,4.06175110677666,2.34538251057089,diff
10Orig,139,I,9,2.3336793910857,4.36050392976847,diff
10Orig,140,V,9,3.83538733940184,4.85807887228235,diff
10Orig,141,I,10,2.36593450587077,4.27970731913503,diff
10Orig,142,I,10,2.1309438195268,4.4433900760709,diff
10Orig,143,r,10,3.3953452508911,3.38982351541152,diff
10Orig,144,r,7,0.67684114410304,2.28686976684317,diff
10Orig,145,I,6,2.03731931032019,3.16852973041979,diff
10Orig,146,r,6,3.42267778972982,4.08371787287376,diff
10Swap,136,I,8,0.773681647805652,2.83297444722912,diff
10Swap,137,I,9,0.803677177906767,2.96076317704844,diff
10Swap,138,I,9,4.06175110677666,2.34538251057089,diff
10Swap,139,I,9,2.3336793910857,4.36050392976847,diff
10Swap,140,V,9,3.83538733940184,4.85807887228235,diff
10Swap,141,V,10,2.36484642905249,4.27970731913503,diff
10Swap,142,I,10,1.92859982983229,4.09394152512699,diff
10Swap,143,r,10,4.96344280328226,2.86238580915551,diff
10Swap,144,r,4,1.43421676734224,3.2801568261198,diff
10Swap,145,I,4,1.9195145312719,2.76477854795664,diff
10Swap,146,r,5,3.5370107363629,4.1750515045038,diff
11Orig,26,I,10,1.50083766052025,3.91560379135814,diff
11Orig,27,I,9,0.707478793139092,2.78194726746581,diff
11Orig,28,I,10,1.25236711336584,3.2729410517075,diff
11Orig,29,I,10,2.59757754780936,4.43160823508156,diff
11Orig,30,V,10,5.0210624012861,4.27021250349019,diff
11Orig,31,V,9,2.48580886092933,4.37443489416227,diff
11Orig,32,V,10,3.50808220221722,4.78729409706403,diff
11Orig,33,V,7,0.151596649410682,0.926337201662917,diff
11Orig,34,I,10,2.81070869745571,3.3697687593339,diff
11Orig,35,I,10,1.08057463951374,3.28795056964122,diff
11Orig,36,iii,10,5.52327424765121,3.6661559937062,diff
11Swap,26,I,10,1.50083766052025,3.91560379135814,diff
11Swap,27,I,9,0.707478793139092,2.78194726746581,diff
11Swap,28,I,10,1.25236711336584,3.2729410517075,diff
11Swap,29,I,10,2.59757754780936,4.43160823508156,diff
11Swap,30,V,10,5.0210624012861,4.27021250349019,diff
11Swap,31,I,9,2.48705257046963,4.37443489416227,diff
11Swap,32,V,10,2.63277837962058,4.1443389076851,diff
11Swap,33,V,9,3.6176580824331,2.41651133819756,diff
11Swap,34,I,9,2.14850901422991,4.37491857617346,diff
11Swap,35,I,7,2.99885630156544,4.05883280060109,diff
11Swap,36,iii,7,5.67357783621221,4.75266652134457,diff
12Orig,109,I,3,4.72943789930473,4.16933718971192,same
12Orig,110,ii,3,4.15427857020583,5.18574504212915,same
12Orig,111,I,4,2.72058455584634,4.80862894713793,same
12Orig,112,IV,5,4.24876203438019,4.83506587728791,same
12Orig,113,I,5,2.97196442601651,4.81735381944071,same
12Orig,114,ii,6,2.64801917107712,4.69544906174242,same
12Orig,115,I,7,1.66852625247034,4.24906057152931,same
12Orig,116,ii,8,4.60273598460069,4.2894239532591,same
12Orig,117,I,5,1.67716421814023,4.30840272251591,same
12Orig,118,IV,6,3.71071777408093,4.64976820283514,same
12Orig,119,I,6,2.50708142284385,4.70102138971896,same
12Swap,109,I,3,4.72943789930473,4.16933718971192,same
12Swap,110,ii,3,4.15427857020583,5.18574504212915,same
12Swap,111,I,4,2.72058455584634,4.80862894713793,same
12Swap,112,IV,5,4.24876203438019,4.83506587728791,same
12Swap,113,I,5,2.97196442601651,4.81735381944071,same
12Swap,114,IV,6,2.64945273395162,4.69544906174242,same
12Swap,115,I,6,3.36150378532589,3.97692868454029,same
