Seq,Row,Orig_Symbol,Orig_Order,Orig_IC,Orig_Entropy,Swap_Symbol,Swap_Order,Swap_IC,Swap_Entropy,Distance,song,Label,Orig_Function,Swap_Function
1,23,VI,4,6.48880727200955,4.60735525900489,VI,4,6.48880727200955,4.60735525900489,,"",,"",""
1,24,IV,2,4.55883631349503,5.22562540178105,IV,2,4.55883631349503,5.22562540178105,,"",,"",""
1,25,-VII,3,5.33262368146417,4.90079603161706,-VII,3,5.33262368146417,4.90079603161706,,"",,"",""
1,26,VII,3,6.47773974913354,4.9866742782161,VII,3,6.47773974913354,4.9866742782161,,"",,"",""
1,27,VII,2,4.64992465251394,4.90982253840062,VII,2,4.64992465251394,4.90982253840062,,"",,"",""
1,28,-iii,2,6.18454099627608,4.77330192596827,#IV,2,6.18454099627608,4.77330192596827,0,AlGreen_OhMeOhMy_1975,1,T,S
1,29,-VI,2,6.68165693441708,4.69098270909017,-VI,2,5.58011740304138,4.46275620712388,,"",,"",""
1,30,V,1,4.63140500236694,5.44549394590677,V,2,4.92079367041082,5.15121879772406,,"",,"",""
1,31,V,2,4.03216752122852,5.15725647040571,V,2,4.03216752122852,5.15725647040571,,"",,"",""
1,32,I,3,3.60313897976746,5.19612840547011,I,3,3.60313897976746,5.19612840547011,,"",,"",""
1,33,ii,4,5.1455827380748,5.0980124569071,ii,4,5.1455827380748,5.0980124569071,,"",,"",""
,,,,,,,,,,,,,,
2,24,IV,2,4.55883631349503,5.22562540178105,IV,2,4.55883631349503,5.22562540178105,,"",,"",""
2,25,-VII,3,5.33262368146417,4.90079603161706,-VII,3,5.33262368146417,4.90079603161706,,"",,"",""
2,26,VII,3,6.47773974913354,4.9866742782161,VII,3,6.47773974913354,4.9866742782161,,"",,"",""
2,27,VII,2,4.64992465251394,4.90982253840062,VII,2,4.64992465251394,4.90982253840062,,"",,"",""
2,28,-iii,2,6.18454099627608,4.77330192596827,-iii,2,6.18454099627608,4.77330192596827,,"",,"",""
2,29,-VI,2,6.68165693441708,4.69098270909017,VI,2,6.68165693441708,4.69098270909017,0,AlGreen_OhMeOhMy_1975,1,T,T
2,30,V,1,4.63140500236694,5.44549394590677,V,1,4.85852939563062,5.40740295843734,,"",,"",""
2,31,V,2,4.03216752122852,5.15725647040571,V,2,3.67596578569867,5.28465492523773,,"",,"",""
2,32,I,3,3.60313897976746,5.19612840547011,I,3,2.3699403788467,4.89980343230639,,"",,"",""
2,33,ii,4,5.1455827380748,5.0980124569071,ii,4,5.38053495968734,4.478634487377,,"",,"",""
2,34,iii,4,4.75989653228226,4.59229707153782,iii,4,4.75989653228226,4.59229707153782,,"",,"",""
,,,,,,,,,,,,,,
3,41,VI,4,5.92605734423291,5.29469355422002,VI,4,5.92605734423291,5.29469355422002,,"",,"",""
3,42,IV,4,3.81143660133755,4.3678509730181,IV,4,3.81143660133755,4.3678509730181,,"",,"",""
3,43,-VII,4,5.85552731831319,3.91304059046426,-VII,4,5.85552731831319,3.91304059046426,,"",,"",""
3,44,VII,3,6.47773974913354,4.9866742782161,VII,3,6.47773974913354,4.9866742782161,,"",,"",""
3,45,VII,2,4.64992465251394,4.90982253840062,VII,2,4.64992465251394,4.90982253840062,,"",,"",""
3,46,-iii,2,6.18454099627608,4.77330192596827,#IV,2,6.18454099627608,4.77330192596827,0,AlGreen_OhMeOhMy_1975,1,T,S
3,47,-VI,2,6.68165693441708,4.69098270909017,-VI,2,5.58011740304138,4.46275620712388,,"",,"",""
3,48,V,1,4.63140500236694,5.44549394590677,V,2,4.92079367041082,5.15121879772406,,"",,"",""
3,49,V,2,4.03216752122852,5.15725647040571,V,2,4.03216752122852,5.15725647040571,,"",,"",""
3,50,I,3,3.60313897976746,5.19612840547011,I,3,3.60313897976746,5.19612840547011,,"",,"",""
3,51,VI,4,5.80181626457284,5.0980124569071,VI,4,5.80181626457284,5.0980124569071,,"",,"",""
,,,,,,,,,,,,,,
4,42,IV,4,3.81143660133755,4.3678509730181,IV,4,3.81143660133755,4.3678509730181,,"",,"",""
4,43,-VII,4,5.85552731831319,3.91304059046426,-VII,4,5.85552731831319,3.91304059046426,,"",,"",""
4,44,VII,3,6.47773974913354,4.9866742782161,VII,3,6.47773974913354,4.9866742782161,,"",,"",""
4,45,VII,2,4.64992465251394,4.90982253840062,VII,2,4.64992465251394,4.90982253840062,,"",,"",""
4,46,-iii,2,6.18454099627608,4.77330192596827,-iii,2,6.18454099627608,4.77330192596827,,"",,"",""
4,47,-VI,2,6.68165693441708,4.69098270909017,VI,2,6.68165693441708,4.69098270909017,0,AlGreen_OhMeOhMy_1975,1,T,T
4,48,V,1,4.63140500236694,5.44549394590677,V,1,4.85852939563062,5.40740295843734,,"",,"",""
4,49,V,2,4.03216752122852,5.15725647040571,V,2,3.67596578569867,5.28465492523773,,"",,"",""
4,50,I,3,3.60313897976746,5.19612840547011,I,3,2.3699403788467,4.89980343230639,,"",,"",""
4,51,VI,4,5.80181626457284,5.0980124569071,VI,4,6.03676848618538,4.478634487377,,"",,"",""
4,52,IV,4,4.30240305281254,3.41364880873704,IV,4,4.30240305281254,3.41364880873704,,"",,"",""
,,,,,,,,,,,,,,
5,8,V,3,5.6909177935458,4.80059979983293,V,3,5.6909177935458,4.80059979983293,,"",,"",""
5,9,I,2,3.66148744747348,5.25601692488894,I,2,3.66148744747348,5.25601692488894,,"",,"",""
5,10,I,3,3.85393456518347,5.38045733451633,I,3,3.85393456518347,5.38045733451633,,"",,"",""
5,11,-III,4,5.74569020163332,5.08159277510463,-III,4,5.74569020163332,5.08159277510463,,"",,"",""
5,12,v,4,4.85304510451873,5.00915058203921,v,4,4.85304510451873,5.00915058203921,,"",,"",""
5,13,-VII,4,5.65323357970415,4.3093779476211,-III,4,5.65323357970415,4.3093779476211,0,AnitaBaker_CaughtUpInTheRapture_1987.varms,1,D,T
5,14,-VII,3,4.9119492659301,5.09006041364546,-VII,3,5.7115262890817,4.69145310789329,,"",,"",""
5,15,iv,3,5.34109411589249,5.05207281029127,iv,2,4.93309661043681,5.17015177161293,,"",,"",""
5,16,V,3,5.6909177935458,4.80059979983293,V,3,5.63862499904588,4.81160023837673,,"",,"",""
5,17,I,2,3.66148744747348,5.25601692488894,I,2,3.66148744747348,5.25601692488894,,"",,"",""
5,18,iii,3,5.56558223148314,5.38045733451633,iii,3,5.56558223148314,5.38045733451633,,"",,"",""
,,,,,,,,,,,,,,
6,49,-VII,4,5.34595280507798,4.8201685165159,-VII,4,5.34595280507798,4.8201685165159,,"",,"",""
6,50,-III,3,2.97026253079493,4.81155780757432,-III,3,2.97026253079493,4.81155780757432,,"",,"",""
6,51,I,4,6.0400452065937,4.76172662249451,I,4,6.0400452065937,4.76172662249451,,"",,"",""
6,52,-III,2,4.43956326861667,5.26655911279447,-III,2,4.43956326861667,5.26655911279447,,"",,"",""
6,53,v,3,3.86677746649448,5.06129120290403,v,3,3.86677746649448,5.06129120290403,,"",,"",""
6,54,-VII,4,5.69614288105994,4.3021082636981,-III,4,5.69614288105994,4.3021082636981,0,AnitaBaker_CaughtUpInTheRapture_1987.varms,1,D,T
6,55,-VII,3,4.9119492659301,5.09006041364546,-VII,3,5.7115262890817,4.69145310789329,,"",,"",""
6,56,iv,3,5.34109411589249,5.05207281029127,iv,2,4.93309661043681,5.17015177161293,,"",,"",""
6,57,V,3,5.6909177935458,4.80059979983293,V,3,5.63862499904588,4.81160023837673,,"",,"",""
6,58,I,2,3.66148744747348,5.25601692488894,I,2,3.66148744747348,5.25601692488894,,"",,"",""
6,59,I,3,3.85393456518347,5.38045733451633,I,3,3.85393456518347,5.38045733451633,,"",,"",""
,,,,,,,,,,,,,,
7,95,iv,3,4.08845098729053,4.9828993528444,iv,3,4.08845098729053,4.9828993528444,,"",,"",""
