"swapped_idx","alphabet_idx","true_chord","true_ic","true_ent","swapped_chord","swapped_ic","swapped_ent","dist"
26,4,"I",3.53829018147787,5.1233157223361,"V",3.53062162896332,5.1233157223361,0.00766855251454723
79,3,"V",4.6655189367758,4.95892314625659,"ii",4.67625770483519,4.95892314625659,0.0107387680593911
85,3,"V",4.6655189367758,4.95892314625659,"ii",4.67625770483519,4.95892314625659,0.0107387680593911
91,3,"V",4.6655189367758,4.95892314625659,"ii",4.67625770483519,4.95892314625659,0.0107387680593911
97,3,"V",4.6655189367758,4.95892314625659,"ii",4.67625770483519,4.95892314625659,0.0107387680593911
103,3,"V",4.6655189367758,4.95892314625659,"ii",4.67625770483519,4.95892314625659,0.0107387680593911
22,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
40,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
58,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
76,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
82,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
88,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
94,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
100,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
106,11,"V",4.53688365402599,4.65074806989823,"v",4.55721137513333,4.65074806989823,0.0203277211073454
21,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
39,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
57,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
75,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
81,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
87,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
93,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
99,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
105,13,"IV",4.21254106956053,4.71443148539374,"-VII",4.2390213021792,4.71443148539374,0.026480232618673
65,9,"V",3.17454191177975,4.64049399664871,"IV",3.23592859539843,4.64049399664871,0.0613866836186769
47,8,"V",4.7993946379849,5.05178186456704,"vi",4.86279908605039,5.05178186456704,0.0634044480654925
24,5,"V",3.64926776444168,5.2217616278609,"I",3.58025679454571,5.2217616278609,0.0690109698959613
60,4,"I",3.58025679454571,5.2217616278609,"V",3.64926776444168,5.2217616278609,0.0690109698959613
78,4,"I",3.58025679454571,5.2217616278609,"V",3.64926776444168,5.2217616278609,0.0690109698959613
84,4,"I",3.58025679454571,5.2217616278609,"V",3.64926776444168,5.2217616278609,0.0690109698959613
90,4,"I",3.58025679454571,5.2217616278609,"V",3.64926776444168,5.2217616278609,0.0690109698959613
96,4,"I",3.58025679454571,5.2217616278609,"V",3.64926776444168,5.2217616278609,0.0690109698959613
102,4,"I",3.58025679454571,5.2217616278609,"V",3.64926776444168,5.2217616278609,0.0690109698959613
108,4,"I",3.58025679454571,5.2217616278609,"V",3.64926776444168,5.2217616278609,0.0690109698959613
20,19,"-III",9.35056483341779,1.24534834790014,"iv",9.42552579256861,1.24534834790014,0.0749609591508147
38,19,"-III",9.35056483341779,1.24534834790014,"iv",9.42552579256861,1.24534834790014,0.0749609591508147
56,19,"-III",9.35056483341779,1.24534834790014,"iv",9.42552579256861,1.24534834790014,0.0749609591508147
74,19,"-III",9.35056483341779,1.24534834790014,"iv",9.42552579256861,1.24534834790014,0.0749609591508147
80,19,"-III",6.48850440763016,4.82041041817868,"iv",6.56346536678097,4.82041041817868,0.0749609591508147
86,19,"-III",6.48850440763016,4.82041041817868,"iv",6.56346536678097,4.82041041817868,0.0749609591508147
92,19,"-III",6.48850440763016,4.82041041817868,"iv",6.56346536678097,4.82041041817868,0.0749609591508147
98,19,"-III",6.48850440763016,4.82041041817868,"iv",6.56346536678097,4.82041041817868,0.0749609591508147
104,19,"-III",6.48850440763016,4.82041041817868,"iv",6.56346536678097,4.82041041817868,0.0749609591508147
24,9,"V",3.64926776444168,5.2217616278609,"IV",3.72653427578675,5.2217616278609,0.0772665113450697
22,9,"V",4.53688365402599,4.65074806989823,"IV",4.44271412094511,4.65074806989823,0.0941695330808789
40,9,"V",4.53688365402599,4.65074806989823,"IV",4.44271412094511,4.65074806989823,0.0941695330808789
58,9,"V",4.53688365402599,4.65074806989823,"IV",4.44271412094511,4.65074806989823,0.0941695330808789
76,9,"V",4.53688365402599,4.65074806989823,"IV",4.44271412094511,4.65074806989823,0.0941695330808789
82,9,"V",4.53688365402599,4.65074806989823,"IV",4.44271412094511,4.65074806989823,0.0941695330808789
88,9,"V",4.53688365402599,4.65074806989823,"IV",4.44271412094511,4.65074806989823,0.0941695330808789
94,9,"V",4.53688365402599,4.65074806989823,"IV",4.44271412094511,4.65074806989823,0.0941695330808789
