"swapped_idx","alphabet_idx","true_chord","true_ic","true_ent","swapped_chord","swapped_ic","swapped_ent","dist"
28,4,"I",3.75296147130437,5.27525389949595,"V",3.74446311444312,5.27525389949595,0.00849835686125511
50,4,"I",3.75296147130437,5.27525389949595,"V",3.74446311444312,5.27525389949595,0.00849835686125511
81,4,"I",3.75296147130437,5.27525389949595,"V",3.74446311444312,5.27525389949595,0.00849835686125511
112,4,"I",3.75296147130437,5.27525389949595,"V",3.74446311444312,5.27525389949595,0.00849835686125511
23,12,"III",6.1433198400531,4.70477391135391,"i",6.15211475148665,4.70477391135391,0.00879491143354549
45,12,"III",6.1433198400531,4.70477391135391,"i",6.15211475148665,4.70477391135391,0.00879491143354549
76,12,"III",6.1433198400531,4.70477391135391,"i",6.15211475148665,4.70477391135391,0.00879491143354549
107,12,"III",6.1433198400531,4.70477391135391,"i",6.15211475148665,4.70477391135391,0.00879491143354549
62,15,"VI",6.51315831545765,4.46619934809302,"-VI",6.50373421639041,4.46619934809302,0.00942409906724073
93,15,"VI",6.51315831545765,4.46619934809302,"-VI",6.50373421639041,4.46619934809302,0.00942409906724073
23,7,"III",6.1433198400531,4.70477391135391,"iii",6.15548499180993,4.70477391135391,0.0121651517568289
45,7,"III",6.1433198400531,4.70477391135391,"iii",6.15548499180993,4.70477391135391,0.0121651517568289
76,7,"III",6.1433198400531,4.70477391135391,"iii",6.15548499180993,4.70477391135391,0.0121651517568289
107,7,"III",6.1433198400531,4.70477391135391,"iii",6.15548499180993,4.70477391135391,0.0121651517568289
62,14,"VI",6.51315831545765,4.46619934809302,"-III",6.48154803100562,4.46619934809302,0.0316102844520305
93,14,"VI",6.51315831545765,4.46619934809302,"-III",6.48154803100562,4.46619934809302,0.0316102844520305
29,4,"IV",3.99518415691911,5.35164715858097,"V",3.96240877036045,5.35164715858097,0.0327753865586558
51,4,"IV",3.99518415691911,5.35164715858097,"V",3.96240877036045,5.35164715858097,0.0327753865586558
82,4,"IV",3.99518415691911,5.35164715858097,"V",3.96240877036045,5.35164715858097,0.0327753865586558
113,4,"IV",3.99518415691911,5.35164715858097,"V",3.96240877036045,5.35164715858097,0.0327753865586558
20,7,"II",5.42379484728256,5.03914205199314,"iii",5.38360663379063,5.03914205199314,0.0401882134919269
42,7,"II",5.42379484728256,5.03914205199314,"iii",5.38360663379063,5.03914205199314,0.0401882134919269
73,7,"II",5.42379484728256,5.03914205199314,"iii",5.38360663379063,5.03914205199314,0.0401882134919269
104,7,"II",5.42379484728256,5.03914205199314,"iii",5.38360663379063,5.03914205199314,0.0401882134919269
26,19,"#ivo",7.70062504881203,2.44557347374466,"iv",7.74446671598511,2.44557347374466,0.0438416671730728
48,19,"#ivo",7.70062504881203,2.44557347374466,"iv",7.74446671598511,2.44557347374466,0.0438416671730728
79,19,"#ivo",7.70062504881203,2.44557347374466,"iv",7.74446671598511,2.44557347374466,0.0438416671730728
110,19,"#ivo",7.70062504881203,2.44557347374466,"iv",7.74446671598511,2.44557347374466,0.0438416671730728
71,3,"IV",5.43361773911227,4.32397302588238,"ii",5.47755809495483,4.32397302588238,0.0439403558425546
102,3,"IV",5.43361773911227,4.32397302588238,"ii",5.47755809495483,4.32397302588238,0.0439403558425546
15,8,"II",7.99755902828335,1.41991129012297,"vi",8.06115084843756,1.41991129012297,0.0635918201542101
37,8,"II",6.24341132420485,3.14311884473968,"vi",6.30700314435906,3.14311884473968,0.0635918201542109
26,12,"#ivo",7.70062504881203,2.44557347374466,"i",7.77612046737126,2.44557347374466,0.0754954185592229
48,12,"#ivo",7.70062504881203,2.44557347374466,"i",7.77612046737126,2.44557347374466,0.0754954185592229
79,12,"#ivo",7.70062504881203,2.44557347374466,"i",7.77612046737126,2.44557347374466,0.0754954185592229
110,12,"#ivo",7.70062504881203,2.44557347374466,"i",7.77612046737126,2.44557347374466,0.0754954185592229
29,8,"IV",3.99518415691911,5.35164715858097,"vi",4.077051455759,5.35164715858097,0.0818672988398936
51,8,"IV",3.99518415691911,5.35164715858097,"vi",4.077051455759,5.35164715858097,0.0818672988398936
82,8,"IV",3.99518415691911,5.35164715858097,"vi",4.077051455759,5.35164715858097,0.0818672988398936
113,8,"IV",3.99518415691911,5.35164715858097,"vi",4.077051455759,5.35164715858097,0.0818672988398936
