"Comparison","Row","Orig_Symbol","Orig_Order","Orig_IC","Orig_Entropy","Swap_Symbol","Swap_Order","Swap_IC","Swap_Entropy","Distance"
1,16,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
1,17,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
1,18,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
1,19,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
1,20,"-III",10,6.15964773630622,2.35039275292272,"-III",10,6.15964773630622,2.35039275292272,
1,21,"-II",10,7.31089025573418,4.20537092010425,"-V",10,7.30676652160069,4.20537092010425,0.00412373413349165
1,22,"V",2,5.45208044563508,5.2847289229609,"V",3,3.56174861159576,4.60026542721589,
1,23,"I",2,3.8355771255108,5.24657227182691,"I",2,5.27896405065619,4.75837323921431,
1,24,"I",3,3.42160916756741,5.31435388075752,"I",2,4.4882713228026,5.45536391906491,
1,25,"I",4,4.23661697448699,5.08131438102803,"I",3,4.02649937004188,5.35803491370979,
1,26,"I",4,3.26505019551244,5.19243685632303,"I",4,3.26505019551244,5.19243685632303,
,,,,,,,,,,
2,30,"I",8,2.82611962120581,5.03711284791371,"I",8,2.82611962120581,5.03711284791371,
2,31,"I",9,2.96942023718001,4.98560394195009,"I",9,2.96942023718001,4.98560394195009,
2,32,"I",10,1.03416147937266,3.62219839657586,"I",10,1.03416147937266,3.62219839657586,
2,33,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
2,34,"-III",10,6.15964773630622,2.35039275292272,"-III",10,6.15964773630622,2.35039275292272,
2,35,"-II",10,7.31089025573418,4.20537092010425,"-V",10,7.30676652160069,4.20537092010425,0.00412373413349165
2,36,"V",2,5.45208044563508,5.2847289229609,"V",3,3.56174861159576,4.60026542721589,
2,37,"I",2,3.8355771255108,5.24657227182691,"I",2,5.27896405065619,4.75837323921431,
2,38,"I",3,3.42160916756741,5.31435388075752,"I",2,4.4882713228026,5.45536391906491,
2,39,"I",4,4.23661697448699,5.08131438102803,"I",3,4.02649937004188,5.35803491370979,
2,40,"I",4,3.26505019551244,5.19243685632303,"I",4,3.26505019551244,5.19243685632303,
,,,,,,,,,,
3,16,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
3,17,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
3,18,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
3,19,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
3,20,"-III",10,6.15964773630622,2.35039275292272,"-III",10,6.15964773630622,2.35039275292272,
3,21,"-II",10,7.31089025573418,4.20537092010425,"#IV",10,7.38012909838229,4.20537092010425,0.0692388426481125
3,22,"V",2,5.45208044563508,5.2847289229609,"V",2,4.41798439293975,4.46950975819085,
3,23,"I",2,3.8355771255108,5.24657227182691,"I",2,3.80709923804202,5.25058944027389,
3,24,"I",3,3.42160916756741,5.31435388075752,"I",3,2.72719139837978,5.22634529854113,
3,25,"I",4,4.23661697448699,5.08131438102803,"I",4,2.44974688675688,5.06045077169544,
3,26,"I",4,3.26505019551244,5.19243685632303,"I",5,2.19472439147843,4.866564342101,
,,,,,,,,,,
4,30,"I",8,2.82611962120581,5.03711284791371,"I",8,2.82611962120581,5.03711284791371,
4,31,"I",9,2.96942023718001,4.98560394195009,"I",9,2.96942023718001,4.98560394195009,
4,32,"I",10,1.03416147937266,3.62219839657586,"I",10,1.03416147937266,3.62219839657586,
4,33,"I",10,0.532748414789458,2.35039275292272,"I",10,0.532748414789458,2.35039275292272,
4,34,"-III",10,6.15964773630622,2.35039275292272,"-III",10,6.15964773630622,2.35039275292272,
4,35,"-II",10,7.31089025573418,4.20537092010425,"#IV",10,7.38012909838229,4.20537092010425,0.0692388426481125
4,36,"V",2,5.45208044563508,5.2847289229609,"V",2,4.41798439293975,4.46950975819085,
4,37,"I",2,3.8355771255108,5.24657227182691,"I",2,3.80709923804202,5.25058944027389,
4,38,"I",3,3.42160916756741,5.31435388075752,"I",3,2.72719139837978,5.22634529854113,
4,39,"I",4,4.23661697448699,5.08131438102803,"I",4,2.44974688675688,5.06045077169544,
4,40,"I",4,3.26505019551244,5.19243685632303,"I",5,2.19472439147843,4.866564342101,
,,,,,,,,,,
