"swapped_idx","alphabet_idx","true_chord","true_ic","true_ent","swapped_chord","swapped_ic","swapped_ent","dist"
45,9,"I",3.40510669674805,5.07174969214586,"IV",3.40747260062801,5.07174969214586,0.00236590387996261
16,7,"-III",4.87603967038893,4.87630444267398,"iii",4.83602839996905,4.87630444267398,0.0400112704198747
32,7,"-III",4.87603967038893,4.87630444267398,"iii",4.83602839996905,4.87630444267398,0.0400112704198747
39,11,"-III",5.30249566111507,4.58927909523115,"v",5.25744886593404,4.58927909523115,0.0450467951810358
37,7,"-VII",5.40736817427158,4.94045125682216,"iii",5.45450111320938,4.94045125682216,0.0471329389377964
39,15,"-III",5.30249566111507,4.58927909523115,"-VI",5.24394905676457,4.58927909523115,0.0585466043505054
12,3,"-VII",5.3182005842287,3.86009897115748,"ii",5.24843944192106,3.86009897115748,0.0697611423076392
20,4,"I",2.38215814218636,4.56370385708571,"V",2.46711391581146,4.56370385708571,0.0849557736250959
36,4,"I",2.38215814218636,4.56370385708571,"V",2.46711391581146,4.56370385708571,0.0849557736250959
40,11,"I",4.45312684213153,4.72196322147521,"v",4.36722161926352,4.72196322147521,0.0859052228680053
37,8,"-VII",5.40736817427158,4.94045125682216,"vi",5.31366356516554,4.94045125682216,0.0937046091060427
