"X","response","trial_id","chord_index","chord_pleasantness","Symbol","Order","IC","Entropy","HarmonicFunction","SensoryDissonance","SpectralComplexity","SpectralCentroid","QualtricsID","overall_pleasantness","invalid_trial","interaction","trial_clean","quadrant","seq_id","version","chord_factor","pleasantness","surprise","uncertainty"
2,"R_11hm6t4X5BgCJer","1_18_O",0,1,"V",3,2.882847017,4.422646591,"diff",0.633118560891041,-0.555380802168773,0.0875384629966124,"Q161_1",0.65939481465656,NA,-0.0528673591840725,"1_18_O","1","1_18","O","0",-0.695006566323276,-0.39829890016642,0.132732877650385
3,"R_11hm6t4X5BgCJer","1_18_O",1,-10,"II",4,5.428882434,4.701666993,"diff",0.173933310251555,1.03400165607032,-0.993232692435974,"Q161_1",0.65939481465656,NA,0.398799465690154,"1_18_O","1","1_18","O","1",-1.01640860861197,0.873715210156155,0.456441024551785
4,"R_11hm6t4X5BgCJer","1_18_O",2,43,"iii",3,6.315658578,4.582834969,"diff",-0.959751187806737,-1.35007203128832,0.808696286668698,"Q161_1",0.65939481465656,NA,0.419487365309102,"1_18_O","1","1_18","O","2",0.532164867869925,1.31675373206115,0.318576932872989
5,"R_11hm6t4X5BgCJer","1_18_O",3,-44,"#io",2,7.349195773,3.883150504,"diff",-1.28812104399274,-0.202184700337864,-0.681150039894718,"Q161_1",0.65939481465656,NA,-0.904034701383132,"1_18_O","1","1_18","O","3",-2.00983310295885,1.83311492908342,-0.493168588090198
6,"R_11hm6t4X5BgCJer","1_18_O",4,49,"ii",2,1.137883918,3.507431803,"diff",0.128069452815888,0.901553117883726,-1.04912563379304,"Q161_1",0.65939481465656,NA,1.17999501362766,"1_18_O","1","1_18","O","4",0.707475072754668,-1.27009261878467,-0.929062177179469
7,"R_11hm6t4X5BgCJer","1_18_O",5,71,"#io",3,7.790566478,4.12006539,"diff",-1.11631951728922,-0.334633238524454,-0.149485679041397,"Q161_1",0.65939481465656,NA,-0.448326238076802,"1_18_O","1","1_18","O","5",1.35027915733206,2.05362630174317,-0.218309552081725
8,"R_11hm6t4X5BgCJer","1_18_O",6,72,"ii",1,2.740837217,4.526591739,"diff",0.626976254747173,0.415908477866227,-0.942733153322804,"Q161_1",0.65939481465656,NA,-0.118872589428318,"1_18_O","1","1_18","O","6",1.37949752481285,-0.46924782263543,0.253325819948818
9,"R_11hm6t4X5BgCJer","1_18_O",7,25,"ii",2,3.165036417,4.816686399,"diff",-0.0536840263108847,0.857403605154863,-1.01370564637909,"Q161_1",0.65939481465656,NA,-0.151785709669116,"1_18_O","1","1_18","O","7",0.00623425321569562,-0.257315433798772,0.58988187155465
10,"R_11hm6t4X5BgCJer","1_18_O",8,41,"V",3,4.120804858,4.445939184,"diff",0.865859318528862,0.0627123760353174,0.250367272648415,"Q161_1",0.65939481465656,NA,0.0351769994571273,"1_18_O","1","1_18","O","8",0.473728132908344,0.220192041170108,0.159755998764513
11,"R_11hm6t4X5BgCJer","1_18_O",9,55,"V",3,2.574061123,4.253003081,"diff",0.551867727926156,-0.555380802168773,0.104668809819848,"Q161_1",0.65939481465656,NA,0.0354090464517086,"1_18_O","1","1_18","O","9",0.882785277639411,-0.552570129707832,-0.0640806380005211
12,"R_11hm6t4X5BgCJer","1_18_O",10,38,"iii",4,4.814689029,4.100789225,"diff",-1.22537757049418,-1.43837105674604,0.623888111902251,"Q161_1",0.65939481465656,NA,-0.136428030440877,"1_18_O","1","1_18","O","10",0.386073030465972,0.56686061087975,-0.240672976429152
15,"R_11hm6t4X5BgCJer","1_18_S",0,-1,"V",3,2.882847017,4.422646591,"diff",0.633118560891041,-0.555380802168773,0.0875384629966124,"Q165_1",0.027142159441069,NA,-0.0528673591840725,"1_18_S","1","1_18","S","0",-0.753443301284857,-0.39829890016642,0.132732877650385
16,"R_11hm6t4X5BgCJer","1_18_S",1,10,"II",4,5.428882434,4.701666993,"diff",0.173933310251555,1.03400165607032,-0.993232692435974,"Q165_1",0.027142159441069,NA,0.398799465690154,"1_18_S","1","1_18","S","1",-0.432041258996162,0.873715210156155,0.456441024551785
17,"R_11hm6t4X5BgCJer","1_18_S",2,17,"iii",3,6.315658578,4.582834969,"diff",-0.959751187806737,-1.35007203128832,0.808696286668698,"Q165_1",0.027142159441069,NA,0.419487365309102,"1_18_S","1","1_18","S","2",-0.227512686630628,1.31675373206115,0.318576932872989
18,"R_11hm6t4X5BgCJer","1_18_S",3,22,"#io",2,7.349195773,3.883150504,"diff",-1.28812104399274,-0.202184700337864,-0.681150039894718,"Q165_1",0.027142159441069,NA,-0.904034701383132,"1_18_S","1","1_18","S","3",-0.0814208492266759,1.83311492908342,-0.493168588090198
19,"R_11hm6t4X5BgCJer","1_18_S",4,31,"ii",2,1.137883918,3.507431803,"diff",0.128069452815888,0.901553117883726,-1.04912589942718,"Q165_1",0.027142159441069,NA,1.17999501362766,"1_18_S","1","1_18","S","4",0.181544458100439,-1.27009261878467,-0.929062177179469
20,"R_11hm6t4X5BgCJer","1_18_S",5,-11,"V+",3,7.790566478,4.12006539,"diff",-0.623419204863991,-0.687829340355364,-0.678087842807097,"Q165_1",0.027142159441069,NA,-0.448326238076802,"1_18_S","1","1_18","S","5",-1.04562697609276,2.05362630174317,-0.218309552081725
21,"R_11hm6t4X5BgCJer","1_18_S",6,22,"ii",1,6.236044368,4.732960528,"diff",0.453155711430548,0.415908477866227,-0.944991674339282,"Q165_1",0.027142159441069,NA,0.629226462447782,"1_18_S","1","1_18","S","6",-0.0814208492266759,1.27697800945101,0.492746513871681
22,"R_11hm6t4X5BgCJer","1_18_S",7,-26,"ii",1,4.36312273,5.120787058,"diff",-0.0537262184860263,0.857403605154863,-1.01371125790016,"Q165_1",0.027142159441069,NA,0.321697125114855,"1_18_S","1","1_18","S","7",-1.48390248830462,0.341255460126993,0.94268711479412
23,"R_11hm6t4X5BgCJer","1_18_S",8,9,"V",2,3.771258154,4.976862111,"diff",0.865849219476451,0.0627123760353174,0.250365778456416,"Q165_1",0.027142159441069,NA,0.0353386683917022,"1_18_S","1","1_18","S","8",-0.461259626476952,0.0455564737557886,0.775711232198078
24,"R_11hm6t4X5BgCJer","1_18_S",9,15,"V",3,2.574061123,4.253003081,"diff",0.55188831645826,-0.555380802168773,0.10465765318624,"Q165_1",0.027142159441069,NA,0.0354090464517086,"1_18_S","1","1_18","S","9",-0.285949421592209,-0.552570129707832,-0.0640806380005211
25,"R_11hm6t4X5BgCJer","1_18_S",10,31,"iii",4,4.814689029,4.100789225,"diff",-1.22554281233496,-1.43837105674604,0.623885953624909,"Q165_1",0.027142159441069,NA,-0.136428030440877,"1_18_S","1","1_18","S","10",0.181544458100439,0.56686061087975,-0.240672976429152
28,"R_11hm6t4X5BgCJer","1_21_O",0,0,"ii",0,5.751996329,5.09971751,"same",1.41592430200758,0.504207503323954,1.90423168608394,"Q141_1",0.831827356988057,NA,0.950514542677165,"1_21_O","1","1_21","O","0",-0.724224933804067,1.03514479237523,0.918243080271045
