"symbol","model_order","information_content","entropy","IC_norm","Ent_norm"
"r",0,2.53085509538171,5.47634857876957,-0.624889954055434,1.89401239814237
"r",1,2.30941906360883,4.04511638521418,-0.786685122645966,-0.691158195395267
"V+",2,7.38976795555737,3.68252745421458,2.92533906280643,-1.34608633786102
"r",2,3.04798002890182,4.2642622658744,-0.247045774265084,-0.295324808661303
"ii",2,6.51448835053321,3.51877148939545,2.28580443005078,-1.64187140102059
"V",2,2.81618291910591,5.08942381777286,-0.416411401701425,1.19512753617216
"ii",3,4.01786271674101,4.96925390874318,0.461611853563661,0.978070012976086
"V",4,1.51758432367099,4.15983926308057,-1.36524965985501,-0.483939400568233
"I",5,3.39375900407962,4.59154461044327,0.00560221231613717,0.295830628432174
"V",5,3.86208612848099,5.09907340816405,0.347791626755051,1.21255715900437
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"VI",7,5.16959798198618,4.77547447751233,1.30314247493576,0.628054907456413
"ii",6,3.99686914586425,3.98988352753912,0.446272623032261,-0.790922831840393
"V",4,1.27376290608122,3.85187630888355,-1.5434010069916,-1.0401990883212
"ii",5,5.18383304756689,4.71723168894927,1.31354351408503,0.522853567689998
"V",3,2.41081663459709,4.72315716752008,-0.71259764482509,0.533556494177308
"I",4,3.09606880034826,5.03712900070359,-0.211909076677094,1.10066975085218
"V",5,3.86208612848099,5.09907340816405,0.347791626755051,1.21255715900437
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"iii",7,5.87902829181562,4.77547447751233,1.82149712419093,0.628054907456413
"vi",4,4.15656830725575,3.00405527086798,0.562958929837136,-2.5715802478071
"iii",4,3.95316101378161,5.01459208630001,0.414336697598314,1.05996233199481
"vi",5,3.51190664824027,4.30109623841956,0.0919283528836892,-0.228793254175812
"iii",5,3.64271658266609,3.56024873995658,0.18750636349151,-1.56695290146877
"IV",4,2.59882796956256,4.72258270501705,-0.575224673524425,0.532518868293395
"V",5,2.4653128307197,4.64483012962658,-0.672779277558448,0.392077874598348
"V",6,3.19929416603379,4.26060069847763,-0.136486096459314,-0.301938533815761
"ii",6,5.75902199731763,3.95003201905152,1.7338129361445,-0.86290482631631
"V",4,3.0105611882167,4.76792462243399,-0.274386345664597,0.614417942453893
"ii",5,3.59672201159733,4.28822693169839,0.153899821138222,-0.252038506374995
"V",5,1.1393218016143,3.59321810209116,-1.6416321800693,-1.50740181963747
"I",6,3.25465535119994,3.93470646825524,-0.096035713494919,-0.890586682151239
"V",6,4.0330108969195,4.92835719313027,0.472680071984106,0.904200107693889
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"VI",7,5.16959798198618,4.77547447751233,1.30314247493576,0.628054907456413
"ii",6,3.99686914586425,3.98988352753912,0.446272623032261,-0.790922831840393
"V",4,1.27376290608122,3.85187630888355,-1.5434010069916,-1.0401990883212
"ii",5,5.18383304756689,4.71723168894927,1.31354351408503,0.522853567689998
"V",3,2.41081663459709,4.72315716752008,-0.71259764482509,0.533556494177308
"I",4,3.09606880034826,5.03712900070359,-0.211909076677094,1.10066975085218
"V",5,3.86208612848099,5.09907340816405,0.347791626755051,1.21255715900437
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"iii",7,5.87902829181562,4.77547447751233,1.82149712419093,0.628054907456413
"vi",4,4.15656830725575,3.00405527086798,0.562958929837136,-2.5715802478071
"iii",4,3.95316101378161,5.01459208630001,0.414336697598314,1.05996233199481
"vi",5,3.51190664824027,4.30109623841956,0.0919283528836892,-0.228793254175812
"iii",5,3.64271658266609,3.56024873995658,0.18750636349151,-1.56695290146877
"IV",4,2.59882796956256,4.72258270501705,-0.575224673524425,0.532518868293395
"V",5,2.4653128307197,4.64483012962658,-0.672779277558448,0.392077874598348
"V",6,3.19929416603379,4.26060069847763,-0.136486096459314,-0.301938533815761
"ii",6,5.75902199731763,3.95003201905152,1.7338129361445,-0.86290482631631
"V",4,3.0105611882167,4.76792462243399,-0.274386345664597,0.614417942453893
"ii",5,3.59672201159733,4.28822693169839,0.153899821138222,-0.252038506374995
"V",5,1.1393218016143,3.59321810209116,-1.6416321800693,-1.50740181963747
"I",6,3.25465535119994,3.93470646825524,-0.096035713494919,-0.890586682151239
"V",6,4.0330108969195,4.92835719313027,0.472680071984106,0.904200107693889
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"VI",7,5.16959798198618,4.77547447751233,1.30314247493576,0.628054907456413
"ii",6,3.99686914586425,3.98988352753912,0.446272623032261,-0.790922831840393
"V",4,1.27376290608122,3.85187630888355,-1.5434010069916,-1.0401990883212
"ii",5,5.18383304756689,4.71723168894927,1.31354351408503,0.522853567689998
"V",3,2.41081663459709,4.72315716752008,-0.71259764482509,0.533556494177308
"I",4,3.09606880034826,5.03712900070359,-0.211909076677094,1.10066975085218
"V",5,3.86208612848099,5.09907340816405,0.347791626755051,1.21255715900437
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"VI",7,5.16959798198618,4.77547447751233,1.30314247493576,0.628054907456413
"ii",6,3.99686914586425,3.98988352753912,0.446272623032261,-0.790922831840393
"V",4,1.27376290608122,3.85187630888355,-1.5434010069916,-1.0401990883212
"ii",5,5.18383304756689,4.71723168894927,1.31354351408503,0.522853567689998
"V",3,2.41081663459709,4.72315716752008,-0.71259764482509,0.533556494177308
"I",4,3.09606880034826,5.03712900070359,-0.211909076677094,1.10066975085218
"V",5,3.86208612848099,5.09907340816405,0.347791626755051,1.21255715900437
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"VI",7,5.16959798198618,4.77547447751233,1.30314247493576,0.628054907456413
"ii",6,3.99686914586425,3.98988352753912,0.446272623032261,-0.790922831840393
"V",4,1.27376290608122,3.85187630888355,-1.5434010069916,-1.0401990883212
"ii",5,5.18383304756689,4.71723168894927,1.31354351408503,0.522853567689998
"V",3,2.41081663459709,4.72315716752008,-0.71259764482509,0.533556494177308
"I",4,3.09606880034826,5.03712900070359,-0.211909076677094,1.10066975085218
"V",5,3.86208612848099,5.09907340816405,0.347791626755051,1.21255715900437
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"VI",7,5.16959798198618,4.77547447751233,1.30314247493576,0.628054907456413
"ii",6,3.99686914586425,3.98988352753912,0.446272623032261,-0.790922831840393
"V",4,1.27376290608122,3.85187630888355,-1.5434010069916,-1.0401990883212
"ii",5,5.18383304756689,4.71723168894927,1.31354351408503,0.522853567689998
"V",3,2.41081663459709,4.72315716752008,-0.71259764482509,0.533556494177308
"I",4,3.09606880034826,5.03712900070359,-0.211909076677094,1.10066975085218
"V",5,3.86208612848099,5.09907340816405,0.347791626755051,1.21255715900437
"I",6,2.23488686838836,4.45549931327096,-0.841143057944802,0.0500981028345843
"VI",7,5.16959798198618,4.77547447751233,1.30314247493576,0.628054907456413
"ii",6,3.99686914586425,3.98988352753912,0.446272623032261,-0.790922831840393
"V",4,1.27376290608122,3.85187630888355,-1.5434010069916,-1.0401990883212
"I",5,2.3762068445989,4.71723168894927,-0.737885746146304,0.522853567689998
"r",6,3.45046100553865,4.91998603609485,0.0470322804583173,0.889079661759751
"r",4,1.42424720020421,3.35002410016665,-1.43344766496807,-1.94667225048084
"r",4,1.21076864343419,2.84597795122089,-1.58942859908495,-2.85710822858969
"r",5,1.67658844184203,3.39209773429735,-1.24907119558204,-1.87067653000466
